Year,ISIN,Weight
2015,JP3397200001,5.051555188481471e-09
2015,BMG677491539,5.22268046363699e-10
2015,JP3452000007,0.0
2015,SG9999000020,0.0
2015,HK0006000050,0.17210180923451834
2015,JP3443600006,0.0
2015,JP3711600001,2.025371134331418e-08
2015,JP3243600008,0.0056397261536814056
2015,AU000000SHL7,1.5115946540492016e-07
2015,HK0019000162,6.887233162962989e-10
2015,JP3733000008,0.0
2015,JP3405400007,1.0801118041943189e-08
2015,JP3112000009,0.0
2015,NZAIAE0002S6,1.3439499288252665e-07
2015,JP3582600007,0.0
2015,AU000000CSL8,7.207206345782965e-08
2015,JP3830800003,3.790854086167241e-09
2015,JP3495000006,0.0
2015,AU000000DXS1,8.682036186203952e-08
2015,AU000000MQG1,0.0
2015,JP3519400000,0.0
2015,JP3951600000,0.0
2015,JP3942400007,0.00304692666153508
2015,JP3526600006,2.992537143850542e-11
2015,JP3726800000,0.0
2015,AU000000WBC1,2.2858867574008069e-07
2015,JP3358200008,0.0
2015,HK0010000088,2.2482042333789528e-08
2015,JP3201200007,0.0
2015,NZAIRE0001S2,3.5635495402240033e-10
2015,HK0002007356,0.09623686289116978
2015,JP3657400002,0.0
2015,JP3165600002,0.0
2015,SG1R50925390,3.233280803368267e-10
2015,AU0000088338,5.99725477960839e-09
2015,JP3891600003,0.0
2015,AU000000WES1,3.209579270855562e-08
2015,JP3407400005,0.0
2015,JP3753000003,1.003651033577757e-10
2015,JP3868400007,0.0
2015,JP3122400009,0.0
2015,JP3246400000,0.0
2015,JP3850200001,4.868590200197808e-12
2015,SG1J26887955,2.0089300928775414e-07
2015,JP3902900004,0.027847319700149958
2015,SG1T75931496,5.7127892018989644e-08
2015,JP3266400005,0.0
2015,JP3197800000,1.3789311336772743e-08
2015,JP3385980002,2.8316841896383018e-09
2015,JP3194000000,0.0
2015,AU000000SIG5,3.3991667621319155e-08
2015,JP3160400002,0.0
2015,SG1V61937297,6.953859125406343e-10
2015,JP3116000005,0.04950907292793585
2015,SG1R89002252,2.63036134366747e-08
2015,AU000000TCL6,6.554323541419004e-08
2015,JP3684000007,0.0
2015,AU000000ORG5,1.0143833109539227e-09
2015,JP3788600009,0.0
2015,AU000000BLD2,1.9752606543600676e-09
2015,JP3421100003,0.0
2015,JP3491000000,0.0
2015,HK0012000102,1.9044465573411607e-08
2015,JP3205800000,0.0
2015,AU000000CWY3,3.527907281006035e-10
2015,JP3783600004,0.0
2015,JP3429800000,0.01746787737292111
2015,AU000000CIM7,8.93022033800984e-08
2015,JP3982800009,0.0
2015,JP3528600004,0.0
2015,JP3435000009,0.0
2015,JP3890310000,0.0
2015,BMG8063F1068,2.587874098504558e-08
2015,AU000000ORI1,4.882606077486234e-09
2015,JP3293200006,0.0
2015,AU000000WOW2,3.2739459204785776e-08
2015,JP3269600007,0.0
2015,JP3633400001,0.05302694415992727
2015,JP3256000005,0.0
2015,JP3224200000,0.0
2015,JP3629000005,0.0
2015,JP3893600001,1.8816415412602076e-09
2015,BMG2442N1048,0.0
2015,JP3605400005,0.0
2015,JP3787000003,5.7117835465405845e-08
2015,JP3845400005,7.151363434348842e-12
2015,JP3743000006,0.0
2015,JP3228600007,0.0
2015,JP3894900004,0.0
2015,JP3734800000,0.0
2015,AU000000CGF5,3.2439133647798486e-07
2015,AU000000NCM7,1.5388188302210578e-08
2015,JP3942800008,2.4875763578224634e-08
2015,HK0000608585,2.3782674579187157e-08
2015,JP3258000003,0.0
2015,AU000000BSL0,1.7771745277144724e-10
2015,AU000000COH5,1.6275534480424982e-07
2015,JP3456000003,0.0
2015,JP3738600000,0.014287329418326989
2015,BMG524401079,0.0
2015,AU000000MND5,5.271563077809908e-08
2015,NZFBUE0001S0,1.0499095601995398e-09
2015,JP3209000003,0.0
2015,JP3402600005,4.045306858422222e-09
2015,JP3619800000,7.989162939703768e-10
2015,JP3571400005,0.0
2015,AU000000SUN6,4.160238048482973e-08
2015,JP3166000004,0.0
2015,JP3368000000,0.0
2015,JP3190000004,0.0
2015,JP3720800006,0.0
2015,JP3818000006,2.560873375429893e-09
2015,JP3229400001,0.0
2015,SGXE34184239,0.0
2015,AU000000BHP4,7.601970537643115e-09
2015,JP3260800002,0.06096133105892162
2015,JP3626800001,0.0
2015,JP3967200001,0.0
2015,AU000000TLS2,1.2583212298272318e-07
2015,JP3242800005,1.5438386381597206e-08
2015,JP3814000000,0.007684879239511285
